container	identifier	appearance	component_wire	construction	gauge	insulation material	material	od	resistance	temperature rating	voltage rating	wire number
conductors	white	{'base_color':'white','outline_color':'black'}	M81381/13-22	19x34	22AWG	FEP/polyimide/FEP tape with aromatic polyimide coating	silver-coated high-strength copper alloy	0.049in	17.5ohm/1000ft	200C	600V	1
conductors	white/blue	{'base_color':'white','outline_color':'black','parallelstripe':['blue']}	M81381/13-22	19x34	22AWG	FEP/polyimide/FEP tape with aromatic polyimide coating	silver-coated high-strength copper alloy	0.049in	17.5ohm/1000ft	200C	600V	2
conductors	white/orange	{'base_color':'white','outline_color':'black','parallelstripe':['orange']}	M81381/13-22	19x34	22AWG	FEP/polyimide/FEP tape with aromatic polyimide coating	silver-coated high-strength copper alloy	0.049in	17.5ohm/1000ft	200C	600V	3
conductors	white/green	{'base_color':'white','outline_color':'black','parallelstripe':['green']}	M81381/13-22	19x34	22AWG	FEP/polyimide/FEP tape with aromatic polyimide coating	silver-coated high-strength copper alloy	0.049in	17.5ohm/1000ft	200C	600V	4
conductors	white/red	{'base_color':'white','outline_color':'black','parallelstripe':['red']}	M81381/13-22	19x34	22AWG	FEP/polyimide/FEP tape with aromatic polyimide coating	silver-coated high-strength copper alloy	0.049in	17.5ohm/1000ft	200C	600V	5
